servo1 servo2 servo3 distance row column
81 31 90 263 14 36
83 31 90 1202 14 37
85 31 90 264 14 38
87 31 90 260 14 39
90 31 90 1190 14 40
92 31 90 253 14 41
94 31 90 300 14 42
96 31 90 252 14 43
99 31 90 1177 14 44
101 31 90 262 14 45
103 31 90 246 14 46
105 31 90 1187 14 47
108 31 90 269 14 48
110 31 90 302 14 49
112 31 90 308 14 50
114 31 90 1196 14 51
117 31 90 1211 14 52
119 31 90 1194 14 53
121 31 90 1155 14 54
123 31 90 1126 14 55
126 31 90 1081 14 56
128 31 90 946 14 57
130 31 90 909 14 58
132 31 90 934 14 59
135 31 90 911 14 60
137 31 90 851 14 61
139 31 90 861 14 62
141 31 90 791 14 63
144 31 90 773 14 64
146 31 90 413 14 65
148 31 90 407 14 66
150 31 90 420 14 67
153 31 90 622 14 68
155 31 90 627 14 69
157 31 90 625 14 70
159 31 90 603 14 71
162 31 90 590 14 72
164 31 90 546 14 73
166 31 90 545 14 74
168 31 90 545 14 75
171 31 90 538 14 76
173 31 90 523 14 77
175 31 90 520 14 78
177 31 90 767 14 79
177 33 90 515 15 79
175 33 90 520 15 78
173 33 90 525 15 77
171 33 90 530 15 76
168 33 90 542 15 75
166 33 90 553 15 74
164 33 90 559 15 73
162 33 90 558 15 72
159 33 90 549 15 71
157 33 90 612 15 70
155 33 90 617 15 69
153 33 90 644 15 68
150 33 90 663 15 67
148 33 90 694 15 66
146 33 90 384 15 65
144 33 90 399 15 64
141 33 90 381 15 63
139 33 90 371 15 62
137 33 90 374 15 61
135 33 90 891 15 60
132 33 90 883 15 59
130 33 90 796 15 58
128 33 90 842 15 57
126 33 90 828 15 56
123 33 90 812 15 55
121 33 90 809 15 54
119 33 90 796 15 53
117 33 90 1114 15 52
114 33 90 1178 15 51
112 33 90 1213 15 50
110 33 90 793 15 49
108 33 90 293 15 48
105 33 90 306 15 47
103 33 90 1199 15 46
101 33 90 1195 15 45
99 33 90 249 15 44
96 33 90 1192 15 43
94 33 90 270 15 42
92 33 90 1188 15 41
90 33 90 1204 15 40
87 33 90 1206 15 39
85 33 90 1207 15 38
83 33 90 1217 15 37
81 33 90 1 15 36
78 33 90 1249 15 35
76 33 90 790 15 34
74 33 90 793 15 33
72 33 90 804 15 32
69 33 90 806 15 31
67 33 90 829 15 30
65 33 90 829 15 29
63 33 90 345 15 28
60 33 90 359 15 27
58 33 90 367 15 26
56 33 90 371 15 25
54 33 90 625 15 24
51 33 90 633 15 23
49 33 90 600 15 22
47 33 90 588 15 21
45 33 90 568 15 20
42 33 90 514 15 19
40 33 90 482 15 18
38 33 90 479 15 17
36 33 90 500 15 16
33 33 90 485 15 15
31 33 90 473 15 14
29 33 90 466 15 13
27 33 90 459 15 12
24 33 90 451 15 11
22 33 90 444 15 10
20 33 90 442 15 9
18 33 90 434 15 8
15 33 90 428 15 7
13 33 90 424 15 6
11 33 90 423 15 5
9 33 90 418 15 4
6 33 90 416 15 3
4 33 90 414 15 2
2 33 90 413 15 1
0 33 90 411 15 0
0 36 90 422 16 0
2 36 90 421 16 1
4 36 90 424 16 2
6 36 90 424 16 3
9 36 90 425 16 4
11 36 90 430 16 5
13 36 90 430 16 6
15 36 90 434 16 7
18 36 90 435 16 8
20 36 90 443 16 9
22 36 90 449 16 10
24 36 90 449 16 11
27 36 90 460 16 12
29 36 90 466 16 13
31 36 90 472 16 14
33 36 90 480 16 15
36 36 90 488 16 16
38 36 90 509 16 17
40 36 90 504 16 18
42 36 90 486 16 19
45 36 90 484 16 20
47 36 90 575 16 21
49 36 90 587 16 22
51 36 90 601 16 23
54 36 90 633 16 24
56 36 90 669 16 25
58 36 90 697 16 26
60 36 90 713 16 27
63 36 90 721 16 28
65 36 90 352 16 29
67 36 90 355 16 30
69 36 90 340 16 31
72 36 90 333 16 32
74 36 90 331 16 33
76 36 90 332 16 34
78 36 90 329 16 35
81 36 90 319 16 36
83 36 90 778 16 37
85 36 90 785 16 38
87 36 90 773 16 39
90 36 90 772 16 40
92 36 90 763 16 41
94 36 90 764 16 42
96 36 90 765 16 43
99 36 90 764 16 44
101 36 90 765 16 45
103 36 90 770 16 46
105 36 90 763 16 47
108 36 90 769 16 48
110 36 90 770 16 49
112 36 90 777 16 50
114 36 90 759 16 51
117 36 90 797 16 52
119 36 90 805 16 53
121 36 90 333 16 54
123 36 90 334 16 55
126 36 90 335 16 56
128 36 90 340 16 57
130 36 90 339 16 58
132 36 90 346 16 59
135 36 90 891 16 60
137 36 90 857 16 61
139 36 90 699 16 62
141 36 90 803 16 63
144 36 90 781 16 64
146 36 90 406 16 65
148 36 90 729 16 66
150 36 90 701 16 67
153 36 90 688 16 68
155 36 90 644 16 69
157 36 90 647 16 70
159 36 90 530 16 71
162 36 90 527 16 72
164 36 90 568 16 73
166 36 90 564 16 74
168 36 90 565 16 75
171 36 90 556 16 76
173 36 90 545 16 77
175 36 90 536 16 78
177 36 90 531 16 79
177 38 90 536 17 79
175 38 90 537 17 78
173 38 90 547 17 77
171 38 90 551 17 76
168 38 90 563 17 75
166 38 90 574 17 74
164 38 90 581 17 73
162 38 90 578 17 72
159 38 90 573 17 71
157 38 90 628 17 70
155 38 90 586 17 69
153 38 90 492 17 68
150 38 90 678 17 67
148 38 90 695 17 66
146 38 90 5 17 65
144 38 90 413 17 64
141 38 90 775 17 63
139 38 90 674 17 62
137 38 90 684 17 61
135 38 90 831 17 60
132 38 90 869 17 59
130 38 90 880 17 58
128 38 90 867 17 57
126 38 90 858 17 56
123 38 90 904 17 55
121 38 90 332 17 54
119 38 90 326 17 53
117 38 90 323 17 52
114 38 90 319 17 51
112 38 90 317 17 50
110 38 90 315 17 49
108 38 90 314 17 48
105 38 90 311 17 47
103 38 90 313 17 46
101 38 90 314 17 45
99 38 90 315 17 44
96 38 90 314 17 43
94 38 90 314 17 42
92 38 90 312 17 41
90 38 90 312 17 40
87 38 90 313 17 39
85 38 90 313 17 38
83 38 90 314 17 37
81 38 90 316 17 36
78 38 90 319 17 35
76 38 90 321 17 34
74 38 90 328 17 33
72 38 90 341 17 32
69 38 90 846 17 31
67 38 90 657 17 30
65 38 90 645 17 29
63 38 90 359 17 28
60 38 90 760 17 27
58 38 90 682 17 26
56 38 90 669 17 25
54 38 90 662 17 24
51 38 90 666 17 23
49 38 90 626 17 22
47 38 90 605 17 21
45 38 90 504 17 20
42 38 90 488 17 19
40 38 90 495 17 18
38 38 90 497 17 17
36 38 90 518 17 16
33 38 90 505 17 15
31 38 90 489 17 14
29 38 90 483 17 13
27 38 90 476 17 12
24 38 90 468 17 11
22 38 90 459 17 10
20 38 90 456 17 9
18 38 90 450 17 8
15 38 90 448 17 7
13 38 90 442 17 6
11 38 90 440 17 5
9 38 90 436 17 4
6 38 90 434 17 3
4 38 90 433 17 2
2 38 90 432 17 1
0 38 90 430 17 0
0 40 90 438 18 0
2 40 90 437 18 1
4 40 90 440 18 2
6 40 90 438 18 3
9 40 90 441 18 4
11 40 90 444 18 5
13 40 90 444 18 6
15 40 90 450 18 7
18 40 90 451 18 8
20 40 90 459 18 9
22 40 90 462 18 10
24 40 90 467 18 11
27 40 90 472 18 12
29 40 90 481 18 13
31 40 90 489 18 14
33 40 90 496 18 15
36 40 90 504 18 16
38 40 90 524 18 17
40 40 90 521 18 18
42 40 90 502 18 19
45 40 90 500 18 20
47 40 90 592 18 21
49 40 90 488 18 22
51 40 90 448 18 23
54 40 90 471 18 24
56 40 90 631 18 25
58 40 90 658 18 26
60 40 90 697 18 27
63 40 90 726 18 28
65 40 90 364 18 29
67 40 90 371 18 30
69 40 90 792 18 31
72 40 90 863 18 32
74 40 90 852 18 33
76 40 90 878 18 34
78 40 90 1 18 35
81 40 90 1 18 36
83 40 90 327 18 37
85 40 90 1 18 38
87 40 90 1283 18 39
90 40 90 1271 18 40
92 40 90 630 18 41
94 40 90 1260 18 42
96 40 90 1247 18 43
99 40 90 326 18 44
101 40 90 316 18 45
103 40 90 1200 18 46
105 40 90 323 18 47
108 40 90 322 18 48
110 40 90 326 18 49
112 40 90 1045 18 50
114 40 90 1027 18 51
117 40 90 630 18 52
119 40 90 955 18 53
121 40 90 946 18 54
123 40 90 869 18 55
126 40 90 854 18 56
128 40 90 871 18 57
130 40 90 864 18 58
132 40 90 851 18 59
135 40 90 823 18 60
137 40 90 805 18 61
139 40 90 795 18 62
141 40 90 734 18 63
144 40 90 646 18 64
146 40 90 427 18 65
148 40 90 449 18 66
150 40 90 462 18 67
153 40 90 459 18 68
155 40 90 653 18 69
157 40 90 646 18 70
159 40 90 644 18 71
162 40 90 630 18 72
164 40 90 588 18 73
166 40 90 584 18 74
168 40 90 585 18 75
171 40 90 574 18 76
173 40 90 561 18 77
175 40 90 556 18 78
177 40 90 549 18 79
177 42 90 556 19 79
175 42 90 559 19 78
173 42 90 566 19 77
171 42 90 574 19 76
168 42 90 583 19 75
166 42 90 596 19 74
164 42 90 600 19 73
162 42 90 598 19 72
159 42 90 581 19 71
157 42 90 640 19 70
155 42 90 641 19 69
153 42 90 683 19 68
150 42 90 686 19 67
148 42 90 482 19 66
146 42 90 436 19 65
144 42 90 429 19 64
141 42 90 738 19 63
139 42 90 766 19 62
137 42 90 770 19 61
135 42 90 790 19 60
132 42 90 794 19 59
130 42 90 816 19 58
128 42 90 843 19 57
126 42 90 851 19 56
123 42 90 867 19 55
121 42 90 852 19 54
119 42 90 849 19 53
117 42 90 593 19 52
114 42 90 584 19 51
112 42 90 983 19 50
110 42 90 967 19 49
108 42 90 334 19 48
105 42 90 326 19 47
103 42 90 1080 19 46
101 42 90 1121 19 45
99 42 90 1163 19 44
96 42 90 1 19 43
94 42 90 1 19 42
92 42 90 1269 19 41
90 42 90 1269 19 40
87 42 90 600 19 39
85 42 90 1 19 38
83 42 90 1 19 37
81 42 90 1 19 36
78 42 90 1 19 35
76 42 90 1 19 34
74 42 90 1 19 33
72 42 90 869 19 32
69 42 90 1 19 31
67 42 90 813 19 30
65 42 90 786 19 29
63 42 90 372 19 28
60 42 90 583 19 27
58 42 90 697 19 26
56 42 90 676 19 25
54 42 90 425 19 24
51 42 90 451 19 23
49 42 90 595 19 22
47 42 90 596 19 21
45 42 90 588 19 20
42 42 90 542 19 19
40 42 90 516 19 18
38 42 90 516 19 17
36 42 90 536 19 16
33 42 90 522 19 15
31 42 90 505 19 14
29 42 90 499 19 13
27 42 90 491 19 12
24 42 90 482 19 11
22 42 90 473 19 10
20 42 90 471 19 9
18 42 90 464 19 8
15 42 90 461 19 7
13 42 90 458 19 6
11 42 90 454 19 5
9 42 90 451 19 4
6 42 90 450 19 3
4 42 90 448 19 2
2 42 90 447 19 1
0 42 90 444 19 0
0 45 90 459 20 0
2 45 90 459 20 1
4 45 90 460 20 2
6 45 90 458 20 3
9 45 90 462 20 4
11 45 90 465 20 5
13 45 90 465 20 6
15 45 90 469 20 7
18 45 90 472 20 8
20 45 90 480 20 9
22 45 90 484 20 10
24 45 90 488 20 11
27 45 90 497 20 12
29 45 90 505 20 13
31 45 90 513 20 14
33 45 90 520 20 15
36 45 90 530 20 16
38 45 90 542 20 17
40 45 90 543 20 18
42 45 90 528 20 19
45 45 90 524 20 20
47 45 90 553 20 21
49 45 90 587 20 22
51 45 90 598 20 23
54 45 90 628 20 24
56 45 90 654 20 25
58 45 90 531 20 26
60 45 90 499 20 27
63 45 90 395 20 28
65 45 90 379 20 29
67 45 90 384 20 30
69 45 90 382 20 31
72 45 90 1 20 32
74 45 90 432 20 33
76 45 90 881 20 34
78 45 90 882 20 35
81 45 90 1 20 36
83 45 90 1 20 37
85 45 90 337 20 38
87 45 90 1190 20 39
90 45 90 527 20 40
92 45 90 540 20 41
94 45 90 1183 20 42
96 45 90 1174 20 43
99 45 90 1 20 44
101 45 90 1070 20 45
103 45 90 1064 20 46
105 45 90 1037 20 47
108 45 90 995 20 48
110 45 90 926 20 49
112 45 90 936 20 50
114 45 90 856 20 51
117 45 90 851 20 52
119 45 90 549 20 53
121 45 90 546 20 54
123 45 90 853 20 55
126 45 90 829 20 56
128 45 90 809 20 57
130 45 90 794 20 58
132 45 90 785 20 59
135 45 90 390 20 60
137 45 90 399 20 61
139 45 90 397 20 62
141 45 90 407 20 63
144 45 90 710 20 64
146 45 90 445 20 65
148 45 90 694 20 66
150 45 90 690 20 67
153 45 90 651 20 68
155 45 90 566 20 69
157 45 90 578 20 70
159 45 90 542 20 71
162 45 90 562 20 72
164 45 90 606 20 73
166 45 90 612 20 74
168 45 90 602 20 75
171 45 90 589 20 76
173 45 90 579 20 77
175 45 90 571 20 78
177 45 90 564 20 79
177 47 90 572 21 79
175 47 90 576 21 78
173 47 90 585 21 77
171 47 90 592 21 76
168 47 90 602 21 75
166 47 90 607 21 74
164 47 90 606 21 73
162 47 90 546 21 72
159 47 90 521 21 71
157 47 90 540 21 70
155 47 90 539 21 69
153 47 90 514 21 68
150 47 90 544 21 67
148 47 90 667 21 66
146 47 90 470 21 65
144 47 90 454 21 64
141 47 90 694 21 63
139 47 90 713 21 62
137 47 90 719 21 61
135 47 90 729 21 60
132 47 90 739 21 59
130 47 90 378 21 58
128 47 90 374 21 57
126 47 90 376 21 56
123 47 90 371 21 55
121 47 90 401 21 54
119 47 90 465 21 53
117 47 90 859 21 52
114 47 90 868 21 51
112 47 90 870 21 50
110 47 90 852 21 49
108 47 90 864 21 48
105 47 90 351 21 47
103 47 90 973 21 46
101 47 90 1010 21 45
99 47 90 1012 21 44
96 47 90 1031 21 43
94 47 90 1075 21 42
92 47 90 1111 21 41
90 47 90 1134 21 40
87 47 90 522 21 39
85 47 90 1130 21 38
83 47 90 1146 21 37
81 47 90 1 21 36
78 47 90 1 21 35
76 47 90 361 21 34
74 47 90 364 21 33
72 47 90 372 21 32
69 47 90 373 21 31
67 47 90 380 21 30
65 47 90 377 21 29
63 47 90 396 21 28
60 47 90 705 21 27
58 47 90 671 21 26
56 47 90 582 21 25
54 47 90 767 21 24
51 47 90 593 21 23
49 47 90 612 21 22
47 47 90 500 21 21
45 47 90 506 21 20
42 47 90 519 21 19
40 47 90 539 21 18
38 47 90 533 21 17
36 47 90 520 21 16
33 47 90 519 21 15
31 47 90 520 21 14
29 47 90 517 21 13
27 47 90 516 21 12
24 47 90 510 21 11
22 47 90 499 21 10
20 47 90 497 21 9
18 47 90 490 21 8
15 47 90 487 21 7
13 47 90 479 21 6
11 47 90 478 21 5
9 47 90 475 21 4
6 47 90 474 21 3
4 47 90 471 21 2
2 47 90 470 21 1
0 47 90 468 21 0
0 49 90 482 22 0
2 49 90 480 22 1
4 49 90 481 22 2
6 49 90 481 22 3
9 49 90 483 22 4
11 49 90 484 22 5
13 49 90 486 22 6
15 49 90 487 22 7
18 49 90 493 22 8
20 49 90 487 22 9
22 49 90 492 22 10
24 49 90 491 22 11
27 49 90 492 22 12
29 49 90 497 22 13
31 49 90 496 22 14
33 49 90 505 22 15
36 49 90 513 22 16
38 49 90 530 22 17
40 49 90 539 22 18
42 49 90 552 22 19
45 49 90 538 22 20
47 49 90 514 22 21
49 49 90 497 22 22
51 49 90 491 22 23
54 49 90 482 22 24
56 49 90 534 22 25
58 49 90 649 22 26
60 49 90 661 22 27
63 49 90 1 22 28
65 49 90 401 22 29
67 49 90 407 22 30
69 49 90 407 22 31
72 49 90 393 22 32
74 49 90 364 22 33
76 49 90 370 22 34
78 49 90 362 22 35
81 49 90 359 22 36
83 49 90 358 22 37
85 49 90 356 22 38
87 49 90 359 22 39
90 49 90 366 22 40
92 49 90 359 22 41
94 49 90 360 22 42
96 49 90 359 22 43
99 49 90 358 22 44
101 49 90 360 22 45
103 49 90 356 22 46
105 49 90 356 22 47
108 49 90 356 22 48
110 49 90 358 22 49
112 49 90 356 22 50
114 49 90 358 22 51
117 49 90 358 22 52
119 49 90 361 22 53
121 49 90 362 22 54
123 49 90 385 22 55
126 49 90 459 22 56
128 49 90 764 22 57
130 49 90 751 22 58
132 49 90 741 22 59
135 49 90 725 22 60
137 49 90 720 22 61
139 49 90 701 22 62
141 49 90 699 22 63
144 49 90 685 22 64
146 49 90 471 22 65
148 49 90 528 22 66
150 49 90 493 22 67
153 49 90 496 22 68
155 49 90 518 22 69
157 49 90 527 22 70
159 49 90 559 22 71
162 49 90 583 22 72
164 49 90 574 22 73
166 49 90 521 22 74
168 49 90 500 22 75
171 49 90 496 22 76
173 49 90 496 22 77
175 49 90 546 22 78
177 49 90 552 22 79
177 51 90 478 23 79
175 51 90 484 23 78
173 51 90 492 23 77
171 51 90 527 23 76
168 51 90 568 23 75
166 51 90 588 23 74
164 51 90 591 23 73
162 51 90 600 23 72
159 51 90 601 23 71
157 51 90 565 23 70
155 51 90 567 23 69
153 51 90 524 23 68
150 51 90 767 23 67
148 51 90 485 23 66
146 51 90 478 23 65
144 51 90 468 23 64
141 51 90 492 23 63
139 51 90 678 23 62
137 51 90 690 23 61
135 51 90 696 23 60
132 51 90 715 23 59
130 51 90 727 23 58
128 51 90 733 23 57
126 51 90 724 23 56
123 51 90 481 23 55
121 51 90 772 23 54
119 51 90 785 23 53
117 51 90 801 23 52
114 51 90 793 23 51
112 51 90 802 23 50
110 51 90 340 23 49
108 51 90 350 23 48
105 51 90 355 23 47
103 51 90 354 23 46
101 51 90 350 23 45
99 51 90 353 23 44
96 51 90 355 23 43
94 51 90 356 23 42
92 51 90 359 23 41
90 51 90 1048 23 40
87 51 90 365 23 39
85 51 90 459 23 38
83 51 90 1060 23 37
81 51 90 1021 23 36
78 51 90 932 23 35
76 51 90 5 23 34
74 51 90 399 23 33
72 51 90 365 23 32
69 51 90 1 23 31
67 51 90 383 23 30
65 51 90 1 23 29
63 51 90 411 23 28
60 51 90 1 23 27
58 51 90 459 23 26
56 51 90 468 23 25
54 51 90 461 23 24
51 51 90 471 23 23
49 51 90 486 23 22
47 51 90 472 23 21
45 51 90 478 23 20
42 51 90 487 23 19
40 51 90 567 23 18
38 51 90 562 23 17
36 51 90 543 23 16
33 51 90 533 23 15
31 51 90 518 23 14
29 51 90 767 23 13
27 51 90 503 23 12
24 51 90 493 23 11
22 51 90 486 23 10
20 51 90 482 23 9
18 51 90 477 23 8
15 51 90 475 23 7
13 51 90 475 23 6
11 51 90 470 23 5
9 51 90 471 23 4
6 51 90 469 23 3
4 51 90 470 23 2
2 51 90 466 23 1
0 51 90 470 23 0
0 54 90 477 24 0
2 54 90 476 24 1
4 54 90 476 24 2
6 54 90 475 24 3
9 54 90 478 24 4
11 54 90 480 24 5
13 54 90 482 24 6
15 54 90 488 24 7
18 54 90 487 24 8
20 54 90 499 24 9
22 54 90 498 24 10
24 54 90 506 24 11
27 54 90 513 24 12
29 54 90 524 24 13
31 54 90 529 24 14
33 54 90 535 24 15
36 54 90 535 24 16
38 54 90 500 24 17
40 54 90 455 24 18
42 54 90 447 24 19
45 54 90 463 24 20
47 54 90 513 24 21
49 54 90 533 24 22
51 54 90 517 24 23
54 54 90 493 24 24
56 54 90 473 24 25
58 54 90 460 24 26
60 54 90 455 24 27
63 54 90 445 24 28
65 54 90 435 24 29
67 54 90 433 24 30
69 54 90 436 24 31
72 54 90 447 24 32
74 54 90 1 24 33
76 54 90 438 24 34
78 54 90 1 24 35
81 54 90 1 24 36
83 54 90 945 24 37
85 54 90 943 24 38
87 54 90 458 24 39
90 54 90 417 24 40
92 54 90 938 24 41
94 54 90 926 24 42
96 54 90 924 24 43
99 54 90 902 24 44
101 54 90 889 24 45
103 54 90 892 24 46
105 54 90 875 24 47
108 54 90 853 24 48
110 54 90 359 24 49
112 54 90 775 24 50
114 54 90 1023 24 51
117 54 90 752 24 52
119 54 90 746 24 53
121 54 90 760 24 54
123 54 90 751 24 55
126 54 90 731 24 56
128 54 90 457 24 57
130 54 90 631 24 58
132 54 90 701 24 59
135 54 90 444 24 60
137 54 90 446 24 61
139 54 90 447 24 62
141 54 90 452 24 63
144 54 90 463 24 64
146 54 90 477 24 65
148 54 90 489 24 66
150 54 90 504 24 67
153 54 90 524 24 68
155 54 90 560 24 69
157 54 90 562 24 70
159 54 90 592 24 71
162 54 90 595 24 72
164 54 90 588 24 73
166 54 90 582 24 74
168 54 90 579 24 75
171 54 90 574 24 76
173 54 90 571 24 77
175 54 90 567 24 78
177 54 90 564 24 79
177 56 90 557 25 79
175 56 90 556 25 78
173 56 90 561 25 77
171 56 90 564 25 76
168 56 90 567 25 75
166 56 90 574 25 74
164 56 90 576 25 73
162 56 90 580 25 72
159 56 90 583 25 71
157 56 90 593 25 70
155 56 90 592 25 69
153 56 90 559 25 68
150 56 90 556 25 67
148 56 90 514 25 66
146 56 90 511 25 65
144 56 90 484 25 64
141 56 90 475 25 63
139 56 90 459 25 62
137 56 90 452 25 61
135 56 90 445 25 60
132 56 90 439 25 59
130 56 90 431 25 58
128 56 90 427 25 57
126 56 90 426 25 56
123 56 90 433 25 55
121 56 90 407 25 54
119 56 90 700 25 53
117 56 90 700 25 52
114 56 90 727 25 51
112 56 90 747 25 50
110 56 90 750 25 49
108 56 90 369 25 48
105 56 90 378 25 47
103 56 90 836 25 46
101 56 90 854 25 45
99 56 90 834 25 44
96 56 90 866 25 43
94 56 90 885 25 42
92 56 90 913 25 41
90 56 90 944 25 40
87 56 90 946 25 39
85 56 90 440 25 38
83 56 90 444 25 37
81 56 90 958 25 36
78 56 90 960 25 35
76 56 90 425 25 34
74 56 90 422 25 33
72 56 90 422 25 32
69 56 90 420 25 31
67 56 90 426 25 30
65 56 90 431 25 29
63 56 90 439 25 28
60 56 90 445 25 27
58 56 90 462 25 26
56 56 90 470 25 25
54 56 90 483 25 24
51 56 90 506 25 23
49 56 90 530 25 22
47 56 90 538 25 21
45 56 90 556 25 20
42 56 90 567 25 19
40 56 90 551 25 18
38 56 90 526 25 17
36 56 90 441 25 16
33 56 90 431 25 15
31 56 90 434 25 14
29 56 90 438 25 13
27 56 90 488 25 12
24 56 90 767 25 11
22 56 90 516 25 10
20 56 90 514 25 9
18 56 90 767 25 8
15 56 90 509 25 7
13 56 90 499 25 6
11 56 90 499 25 5
9 56 90 494 25 4
6 56 90 495 25 3
4 56 90 489 25 2
2 56 90 492 25 1
0 56 90 491 25 0
0 58 90 444 26 0
2 58 90 477 26 1
4 58 90 471 26 2
6 58 90 490 26 3
9 58 90 476 26 4
11 58 90 478 26 5
13 58 90 479 26 6
15 58 90 443 26 7
18 58 90 468 26 8
20 58 90 411 26 9
22 58 90 413 26 10
24 58 90 411 26 11
27 58 90 412 26 12
29 58 90 418 26 13
31 58 90 444 26 14
33 58 90 504 26 15
36 58 90 526 26 16
38 58 90 542 26 17
40 58 90 546 26 18
42 58 90 554 26 19
45 58 90 570 26 20
47 58 90 592 26 21
49 58 90 567 26 22
51 58 90 551 26 23
54 58 90 533 26 24
56 58 90 511 26 25
58 58 90 494 26 26
60 58 90 485 26 27
63 58 90 465 26 28
65 58 90 450 26 29
67 58 90 443 26 30
69 58 90 437 26 31
72 58 90 428 26 32
74 58 90 422 26 33
76 58 90 418 26 34
78 58 90 414 26 35
81 58 90 408 26 36
83 58 90 406 26 37
85 58 90 407 26 38
87 58 90 408 26 39
90 58 90 406 26 40
92 58 90 408 26 41
94 58 90 407 26 42
96 58 90 408 26 43
99 58 90 408 26 44
101 58 90 406 26 45
103 58 90 405 26 46
105 58 90 403 26 47
108 58 90 407 26 48
110 58 90 402 26 49
112 58 90 405 26 50
114 58 90 411 26 51
117 58 90 408 26 52
119 58 90 410 26 53
121 58 90 416 26 54
123 58 90 416 26 55
126 58 90 422 26 56
128 58 90 429 26 57
130 58 90 434 26 58
132 58 90 434 26 59
135 58 90 418 26 60
137 58 90 455 26 61
139 58 90 469 26 62
141 58 90 472 26 63
144 58 90 497 26 64
146 58 90 509 26 65
148 58 90 532 26 66
150 58 90 537 26 67
153 58 90 559 26 68
155 58 90 589 26 69
157 58 90 588 26 70
159 58 90 585 26 71
162 58 90 579 26 72
164 58 90 572 26 73
166 58 90 567 26 74
168 58 90 566 26 75
171 58 90 562 26 76
173 58 90 557 26 77
175 58 90 552 26 78
177 58 90 551 26 79
177 60 90 546 27 79
175 60 90 546 27 78
173 60 90 550 27 77
171 60 90 549 27 76
168 60 90 555 27 75
166 60 90 559 27 74
164 60 90 562 27 73
162 60 90 567 27 72
159 60 90 568 27 71
157 60 90 578 27 70
155 60 90 577 27 69
153 60 90 587 27 68
150 60 90 588 27 67
148 60 90 547 27 66
146 60 90 550 27 65
144 60 90 518 27 64
141 60 90 518 27 63
139 60 90 486 27 62
137 60 90 484 27 61
135 60 90 407 27 60
132 60 90 413 27 59
130 60 90 449 27 58
128 60 90 445 27 57
126 60 90 437 27 56
123 60 90 430 27 55
121 60 90 426 27 54
119 60 90 420 27 53
117 60 90 416 27 52
114 60 90 413 27 51
112 60 90 411 27 50
110 60 90 410 27 49
108 60 90 407 27 48
105 60 90 407 27 47
103 60 90 405 27 46
101 60 90 404 27 45
99 60 90 405 27 44
96 60 90 403 27 43
94 60 90 405 27 42
92 60 90 403 27 41
90 60 90 407 27 40
87 60 90 407 27 39
85 60 90 410 27 38
83 60 90 409 27 37
81 60 90 411 27 36
78 60 90 414 27 35
76 60 90 421 27 34
74 60 90 420 27 33
72 60 90 431 27 32
69 60 90 437 27 31
67 60 90 448 27 30
65 60 90 454 27 29
63 60 90 469 27 28
60 60 90 478 27 27
58 60 90 499 27 26
56 60 90 507 27 25
54 60 90 523 27 24
51 60 90 541 27 23
49 60 90 560 27 22
47 60 90 582 27 21
45 60 90 611 27 20
42 60 90 604 27 19
40 60 90 583 27 18
38 60 90 558 27 17
36 60 90 546 27 16
33 60 90 539 27 15
31 60 90 529 27 14
29 60 90 526 27 13
27 60 90 520 27 12
24 60 90 515 27 11
22 60 90 483 27 10
20 60 90 486 27 9
18 60 90 414 27 8
15 60 90 410 27 7
13 60 90 402 27 6
11 60 90 403 27 5
9 60 90 399 27 4
6 60 90 398 27 3
4 60 90 400 27 2
2 60 90 396 27 1
0 60 90 398 27 0
0 63 90 497 28 0
2 63 90 498 28 1
4 63 90 499 28 2
6 63 90 498 28 3
9 63 90 500 28 4
11 63 90 503 28 5
13 63 90 502 28 6
15 63 90 507 28 7
18 63 90 509 28 8
20 63 90 516 28 9
22 63 90 516 28 10
24 63 90 521 28 11
27 63 90 525 28 12
29 63 90 535 28 13
31 63 90 540 28 14
33 63 90 561 28 15
36 63 90 587 28 16
38 63 90 602 28 17
40 63 90 624 28 18
42 63 90 609 28 19
45 63 90 627 28 20
47 63 90 622 28 21
49 63 90 628 28 22
51 63 90 610 28 23
54 63 90 580 28 24
56 63 90 557 28 25
58 63 90 545 28 26
60 63 90 533 28 27
63 63 90 518 28 28
65 63 90 498 28 29
67 63 90 492 28 30
69 63 90 482 28 31
72 63 90 470 28 32
74 63 90 463 28 33
76 63 90 458 28 34
78 63 90 450 28 35
81 63 90 441 28 36
83 63 90 390 28 37
85 63 90 391 28 38
87 63 90 429 28 39
90 63 90 430 28 40
92 63 90 425 28 41
94 63 90 426 28 42
96 63 90 423 28 43
99 63 90 423 28 44
101 63 90 423 28 45
103 63 90 425 28 46
105 63 90 424 28 47
108 63 90 425 28 48
110 63 90 428 28 49
112 63 90 431 28 50
114 63 90 435 28 51
117 63 90 441 28 52
119 63 90 444 28 53
121 63 90 453 28 54
123 63 90 452 28 55
126 63 90 464 28 56
128 63 90 468 28 57
130 63 90 478 28 58
132 63 90 480 28 59
135 63 90 494 28 60
137 63 90 483 28 61
139 63 90 400 28 62
141 63 90 388 28 63
144 63 90 390 28 64
146 63 90 555 28 65
148 63 90 571 28 66
150 63 90 585 28 67
153 63 90 583 28 68
155 63 90 577 28 69
157 63 90 574 28 70
159 63 90 568 28 71
162 63 90 562 28 72
164 63 90 559 28 73
166 63 90 553 28 74
168 63 90 552 28 75
