servo1 servo2 servo3 distance row column
171 63 90 548 28 76
173 63 90 544 28 77
175 63 90 541 28 78
177 63 90 539 28 79
177 65 90 536 29 79
175 65 90 536 29 78
173 65 90 538 29 77
171 65 90 541 29 76
168 65 90 543 29 75
166 65 90 548 29 74
164 65 90 549 29 73
162 65 90 554 29 72
159 65 90 557 29 71
157 65 90 562 29 70
155 65 90 565 29 69
153 65 90 573 29 68
150 65 90 577 29 67
148 65 90 583 29 66
146 65 90 438 29 65
144 65 90 379 29 64
141 65 90 380 29 63
139 65 90 408 29 62
137 65 90 533 29 61
135 65 90 523 29 60
132 65 90 516 29 59
130 65 90 497 29 58
128 65 90 496 29 57
126 65 90 484 29 56
123 65 90 480 29 55
121 65 90 473 29 54
119 65 90 468 29 53
117 65 90 463 29 52
114 65 90 459 29 51
112 65 90 455 29 50
110 65 90 451 29 49
108 65 90 452 29 48
105 65 90 447 29 47
103 65 90 448 29 46
101 65 90 444 29 45
99 65 90 447 29 44
96 65 90 443 29 43
94 65 90 447 29 42
92 65 90 442 29 41
90 65 90 449 29 40
87 65 90 448 29 39
85 65 90 454 29 38
83 65 90 453 29 37
81 65 90 389 29 36
78 65 90 381 29 35
76 65 90 469 29 34
74 65 90 470 29 33
72 65 90 480 29 32
69 65 90 486 29 31
67 65 90 496 29 30
65 65 90 504 29 29
63 65 90 517 29 28
60 65 90 531 29 27
58 65 90 546 29 26
56 65 90 562 29 25
54 65 90 578 29 24
51 65 90 594 29 23
49 65 90 625 29 22
47 65 90 639 29 21
45 65 90 629 29 20
42 65 90 636 29 19
40 65 90 646 29 18
38 65 90 645 29 17
36 65 90 10312 29 16
33 65 90 595 29 15
31 65 90 587 29 14
29 65 90 575 29 13
27 65 90 564 29 12
24 65 90 560 29 11
22 65 90 532 29 10
20 65 90 537 29 9
18 65 90 527 29 8
15 65 90 527 29 7
13 65 90 516 29 6
11 65 90 513 29 5
9 65 90 507 29 4
6 65 90 510 29 3
4 65 90 506 29 2
2 65 90 507 29 1
0 65 90 505 29 0
0 67 90 555 30 0
2 67 90 541 30 1
4 67 90 535 30 2
6 67 90 552 30 3
9 67 90 551 30 4
11 67 90 569 30 5
13 67 90 552 30 6
15 67 90 563 30 7
18 67 90 565 30 8
20 67 90 581 30 9
22 67 90 574 30 10
24 67 90 570 30 11
27 67 90 577 30 12
29 67 90 592 30 13
31 67 90 594 30 14
33 67 90 595 30 15
36 67 90 592 30 16
38 67 90 604 30 17
40 67 90 624 30 18
42 67 90 636 30 19
45 67 90 657 30 20
47 67 90 647 30 21
49 67 90 642 30 22
51 67 90 652 30 23
54 67 90 636 30 24
56 67 90 608 30 25
58 67 90 595 30 26
60 67 90 581 30 27
63 67 90 561 30 28
65 67 90 544 30 29
67 67 90 536 30 30
69 67 90 524 30 31
72 67 90 514 30 32
74 67 90 503 30 33
76 67 90 497 30 34
78 67 90 447 30 35
81 67 90 369 30 36
83 67 90 444 30 37
85 67 90 476 30 38
87 67 90 473 30 39
90 67 90 471 30 40
92 67 90 468 30 41
94 67 90 468 30 42
96 67 90 464 30 43
99 67 90 465 30 44
101 67 90 464 30 45
103 67 90 466 30 46
105 67 90 464 30 47
108 67 90 468 30 48
110 67 90 469 30 49
112 67 90 473 30 50
114 67 90 474 30 51
117 67 90 478 30 52
119 67 90 484 30 53
121 67 90 490 30 54
123 67 90 493 30 55
126 67 90 502 30 56
128 67 90 510 30 57
130 67 90 516 30 58
132 67 90 523 30 59
135 67 90 536 30 60
137 67 90 548 30 61
139 67 90 557 30 62
141 67 90 562 30 63
144 67 90 575 30 64
146 67 90 371 30 65
148 67 90 366 30 66
150 67 90 370 30 67
153 67 90 377 30 68
155 67 90 565 30 69
157 67 90 561 30 70
159 67 90 559 30 71
162 67 90 552 30 72
164 67 90 550 30 73
166 67 90 545 30 74
168 67 90 543 30 75
171 67 90 540 30 76
173 67 90 537 30 77
175 67 90 534 30 78
177 67 90 532 30 79
177 69 90 528 31 79
175 69 90 529 31 78
173 69 90 531 31 77
171 69 90 534 31 76
168 69 90 536 31 75
166 69 90 540 31 74
164 69 90 542 31 73
162 69 90 546 31 72
159 69 90 548 31 71
157 69 90 551 31 70
155 69 90 505 31 69
153 69 90 358 31 68
150 69 90 357 31 67
148 69 90 361 31 66
146 69 90 553 31 65
144 69 90 578 31 64
141 69 90 584 31 63
139 69 90 589 31 62
137 69 90 583 31 61
135 69 90 568 31 60
132 69 90 560 31 59
130 69 90 548 31 58
128 69 90 541 31 57
126 69 90 532 31 56
123 69 90 526 31 55
121 69 90 516 31 54
119 69 90 513 31 53
117 69 90 508 31 52
114 69 90 502 31 51
112 69 90 498 31 50
110 69 90 495 31 49
108 69 90 494 31 48
105 69 90 491 31 47
103 69 90 490 31 46
101 69 90 488 31 45
99 69 90 489 31 44
96 69 90 487 31 43
94 69 90 489 31 42
92 69 90 489 31 41
90 69 90 492 31 40
87 69 90 491 31 39
85 69 90 497 31 38
83 69 90 496 31 37
81 69 90 506 31 36
78 69 90 369 31 35
76 69 90 360 31 34
74 69 90 367 31 33
72 69 90 527 31 32
69 69 90 534 31 31
67 69 90 550 31 30
65 69 90 557 31 29
63 69 90 575 31 28
60 69 90 579 31 27
58 69 90 608 31 26
56 69 90 616 31 25
54 69 90 632 31 24
51 69 90 660 31 23
49 69 90 667 31 22
47 69 90 661 31 21
45 69 90 654 31 20
42 69 90 642 31 19
40 69 90 642 31 18
38 69 90 631 31 17
36 69 90 622 31 16
33 69 90 628 31 15
31 69 90 10303 31 14
29 69 90 623 31 13
27 69 90 581 31 12
24 69 90 588 31 11
22 69 90 597 31 10
20 69 90 591 31 9
18 69 90 578 31 8
15 69 90 564 31 7
13 69 90 572 31 6
11 69 90 566 31 5
9 69 90 559 31 4
6 69 90 575 31 3
4 69 90 569 31 2
2 69 90 559 31 1
0 69 90 567 31 0
0 72 90 589 32 0
2 72 90 590 32 1
4 72 90 576 32 2
6 72 90 591 32 3
9 72 90 594 32 4
11 72 90 597 32 5
13 72 90 600 32 6
15 72 90 604 32 7
18 72 90 588 32 8
20 72 90 603 32 9
22 72 90 589 32 10
24 72 90 613 32 11
27 72 90 600 32 12
29 72 90 603 32 13
31 72 90 611 32 14
33 72 90 619 32 15
36 72 90 620 32 16
38 72 90 628 32 17
40 72 90 640 32 18
42 72 90 644 32 19
45 72 90 659 32 20
47 72 90 670 32 21
49 72 90 679 32 22
51 72 90 686 32 23
54 72 90 690 32 24
56 72 90 702 32 25
58 72 90 670 32 26
60 72 90 656 32 27
63 72 90 639 32 28
65 72 90 620 32 29
67 72 90 610 32 30
69 72 90 596 32 31
72 72 90 584 32 32
74 72 90 364 32 33
76 72 90 349 32 34
78 72 90 350 32 35
81 72 90 529 32 36
83 72 90 545 32 37
85 72 90 542 32 38
87 72 90 535 32 39
90 72 90 534 32 40
92 72 90 528 32 41
94 72 90 531 32 42
96 72 90 526 32 43
99 72 90 527 32 44
101 72 90 523 32 45
103 72 90 528 32 46
105 72 90 526 32 47
108 72 90 530 32 48
110 72 90 532 32 49
112 72 90 538 32 50
114 72 90 538 32 51
117 72 90 546 32 52
119 72 90 548 32 53
121 72 90 558 32 54
123 72 90 560 32 55
126 72 90 570 32 56
128 72 90 573 32 57
130 72 90 581 32 58
132 72 90 583 32 59
135 72 90 577 32 60
137 72 90 569 32 61
139 72 90 566 32 62
141 72 90 565 32 63
144 72 90 579 32 64
146 72 90 572 32 65
148 72 90 569 32 66
150 72 90 565 32 67
153 72 90 560 32 68
155 72 90 545 32 69
157 72 90 394 32 70
159 72 90 350 32 71
162 72 90 346 32 72
164 72 90 346 32 73
166 72 90 345 32 74
168 72 90 373 32 75
171 72 90 511 32 76
173 72 90 531 32 77
175 72 90 530 32 78
177 72 90 529 32 79
177 74 90 353 33 79
175 74 90 343 33 78
173 74 90 340 33 77
171 74 90 340 33 76
168 74 90 340 33 75
166 74 90 340 33 74
164 74 90 344 33 73
162 74 90 345 33 72
159 74 90 517 33 71
157 74 90 544 33 70
155 74 90 551 33 69
153 74 90 553 33 68
150 74 90 558 33 67
148 74 90 564 33 66
146 74 90 568 33 65
144 74 90 566 33 64
141 74 90 552 33 63
139 74 90 559 33 62
137 74 90 562 33 61
135 74 90 567 33 60
132 74 90 570 33 59
130 74 90 580 33 58
128 74 90 581 33 57
126 74 90 588 33 56
123 74 90 595 33 55
121 74 90 584 33 54
119 74 90 582 33 53
117 74 90 580 33 52
114 74 90 577 33 51
112 74 90 572 33 50
110 74 90 567 33 49
108 74 90 569 33 48
105 74 90 564 33 47
103 74 90 562 33 46
101 74 90 558 33 45
99 74 90 558 33 44
96 74 90 558 33 43
94 74 90 558 33 42
92 74 90 561 33 41
90 74 90 563 33 40
87 74 90 563 33 39
85 74 90 569 33 38
83 74 90 568 33 37
81 74 90 578 33 36
78 74 90 582 33 35
76 74 90 582 33 34
74 74 90 342 33 33
72 74 90 342 33 32
69 74 90 340 33 31
67 74 90 623 33 30
65 74 90 636 33 29
63 74 90 651 33 28
60 74 90 667 33 27
58 74 90 680 33 26
56 74 90 698 33 25
54 74 90 719 33 24
51 74 90 706 33 23
49 74 90 703 33 22
47 74 90 693 33 21
45 74 90 689 33 20
42 74 90 656 33 19
40 74 90 656 33 18
38 74 90 5 33 17
36 74 90 640 33 16
33 74 90 660 33 15
31 74 90 635 33 14
29 74 90 624 33 13
27 74 90 622 33 12
24 74 90 612 33 11
22 74 90 610 33 10
20 74 90 1 33 9
18 74 90 605 33 8
15 74 90 588 33 7
13 74 90 618 33 6
11 74 90 609 33 5
9 74 90 594 33 4
6 74 90 596 33 3
4 74 90 597 33 2
2 74 90 589 33 1
0 74 90 593 33 0
0 76 90 609 34 0
2 76 90 612 34 1
4 76 90 604 34 2
6 76 90 614 34 3
9 76 90 610 34 4
11 76 90 606 34 5
13 76 90 616 34 6
15 76 90 608 34 7
18 76 90 609 34 8
20 76 90 646 34 9
22 76 90 624 34 10
24 76 90 632 34 11
27 76 90 636 34 12
29 76 90 1 34 13
31 76 90 637 34 14
33 76 90 630 34 15
36 76 90 645 34 16
38 76 90 1 34 17
40 76 90 1 34 18
42 76 90 671 34 19
45 76 90 680 34 20
47 76 90 684 34 21
49 76 90 710 34 22
51 76 90 715 34 23
54 76 90 729 34 24
56 76 90 720 34 25
58 76 90 737 34 26
60 76 90 728 34 27
63 76 90 714 34 28
65 76 90 689 34 29
67 76 90 687 34 30
69 76 90 663 34 31
72 76 90 336 34 32
74 76 90 336 34 33
76 76 90 330 34 34
78 76 90 619 34 35
81 76 90 628 34 36
83 76 90 608 34 37
85 76 90 613 34 38
87 76 90 603 34 39
90 76 90 602 34 40
92 76 90 596 34 41
94 76 90 596 34 42
96 76 90 591 34 43
99 76 90 594 34 44
101 76 90 590 34 45
103 76 90 595 34 46
105 76 90 592 34 47
108 76 90 597 34 48
110 76 90 597 34 49
112 76 90 598 34 50
114 76 90 597 34 51
117 76 90 607 34 52
119 76 90 608 34 53
121 76 90 618 34 54
123 76 90 615 34 55
126 76 90 590 34 56
128 76 90 582 34 57
130 76 90 579 34 58
132 76 90 575 34 59
135 76 90 569 34 60
137 76 90 563 34 61
139 76 90 557 34 62
141 76 90 555 34 63
144 76 90 551 34 64
146 76 90 546 34 65
148 76 90 544 34 66
150 76 90 549 34 67
153 76 90 557 34 68
155 76 90 554 34 69
157 76 90 551 34 70
159 76 90 548 34 71
162 76 90 545 34 72
164 76 90 542 34 73
166 76 90 540 34 74
168 76 90 534 34 75
171 76 90 517 34 76
173 76 90 402 34 77
175 76 90 341 34 78
177 76 90 336 34 79
177 78 90 528 35 79
175 78 90 529 35 78
173 78 90 530 35 77
171 78 90 532 35 76
168 78 90 534 35 75
166 78 90 535 35 74
164 78 90 538 35 73
162 78 90 541 35 72
159 78 90 546 35 71
157 78 90 547 35 70
155 78 90 547 35 69
153 78 90 543 35 68
150 78 90 536 35 67
148 78 90 541 35 66
146 78 90 541 35 65
144 78 90 545 35 64
141 78 90 551 35 63
139 78 90 553 35 62
137 78 90 556 35 61
135 78 90 560 35 60
132 78 90 567 35 59
130 78 90 568 35 58
128 78 90 574 35 57
126 78 90 578 35 56
123 78 90 607 35 55
121 78 90 609 35 54
119 78 90 617 35 53
117 78 90 619 35 52
114 78 90 626 35 51
112 78 90 631 35 50
110 78 90 635 35 49
108 78 90 636 35 48
105 78 90 629 35 47
103 78 90 628 35 46
101 78 90 630 35 45
99 78 90 628 35 44
96 78 90 628 35 43
94 78 90 629 35 42
92 78 90 631 35 41
90 78 90 635 35 40
87 78 90 639 35 39
85 78 90 646 35 38
83 78 90 647 35 37
81 78 90 654 35 36
78 78 90 661 35 35
76 78 90 669 35 34
74 78 90 677 35 33
72 78 90 317 35 32
69 78 90 330 35 31
67 78 90 330 35 30
65 78 90 329 35 29
63 78 90 720 35 28
60 78 90 720 35 27
58 78 90 719 35 26
56 78 90 718 35 25
54 78 90 717 35 24
51 78 90 1 35 23
49 78 90 1 35 22
47 78 90 714 35 21
45 78 90 706 35 20
42 78 90 692 35 19
40 78 90 704 35 18
38 78 90 702 35 17
36 78 90 1 35 16
33 78 90 679 35 15
31 78 90 653 35 14
29 78 90 646 35 13
27 78 90 660 35 12
24 78 90 634 35 11
22 78 90 650 35 10
20 78 90 5 35 9
18 78 90 628 35 8
15 78 90 631 35 7
13 78 90 622 35 6
11 78 90 634 35 5
9 78 90 624 35 4
6 78 90 632 35 3
4 78 90 632 35 2
2 78 90 616 35 1
0 78 90 612 35 0
0 81 90 657 36 0
2 81 90 652 36 1
4 81 90 649 36 2
6 81 90 650 36 3
9 81 90 662 36 4
11 81 90 668 36 5
13 81 90 648 36 6
15 81 90 668 36 7
18 81 90 678 36 8
20 81 90 658 36 9
22 81 90 651 36 10
24 81 90 679 36 11
27 81 90 693 36 12
29 81 90 676 36 13
31 81 90 686 36 14
33 81 90 695 36 15
36 81 90 684 36 16
38 81 90 695 36 17
40 81 90 702 36 18
42 81 90 1 36 19
45 81 90 1 36 20
47 81 90 696 36 21
49 81 90 699 36 22
51 81 90 700 36 23
54 81 90 701 36 24
56 81 90 701 36 25
58 81 90 702 36 26
60 81 90 701 36 27
63 81 90 314 36 28
65 81 90 322 36 29
67 81 90 321 36 30
69 81 90 322 36 31
72 81 90 707 36 32
74 81 90 703 36 33
76 81 90 704 36 34
78 81 90 705 36 35
81 81 90 699 36 36
83 81 90 699 36 37
85 81 90 690 36 38
87 81 90 686 36 39
90 81 90 652 36 40
92 81 90 645 36 41
94 81 90 641 36 42
96 81 90 638 36 43
99 81 90 632 36 44
101 81 90 630 36 45
103 81 90 623 36 46
105 81 90 619 36 47
108 81 90 611 36 48
110 81 90 630 36 49
112 81 90 626 36 50
114 81 90 621 36 51
117 81 90 616 36 52
119 81 90 610 36 53
121 81 90 606 36 54
123 81 90 602 36 55
126 81 90 597 36 56
128 81 90 594 36 57
130 81 90 588 36 58
132 81 90 565 36 59
135 81 90 560 36 60
137 81 90 556 36 61
139 81 90 551 36 62
141 81 90 548 36 63
144 81 90 547 36 64
146 81 90 542 36 65
148 81 90 537 36 66
150 81 90 535 36 67
153 81 90 535 36 68
155 81 90 529 36 69
157 81 90 527 36 70
159 81 90 526 36 71
162 81 90 523 36 72
164 81 90 518 36 73
166 81 90 519 36 74
168 81 90 520 36 75
171 81 90 528 36 76
173 81 90 533 36 77
175 81 90 532 36 78
177 81 90 531 36 79
177 83 90 511 37 79
175 83 90 511 37 78
173 83 90 767 37 77
171 83 90 515 37 76
168 83 90 517 37 75
166 83 90 517 37 74
164 83 90 520 37 73
162 83 90 520 37 72
159 83 90 522 37 71
157 83 90 526 37 70
155 83 90 527 37 69
153 83 90 528 37 68
150 83 90 533 37 67
148 83 90 538 37 66
146 83 90 541 37 65
144 83 90 541 37 64
141 83 90 544 37 63
139 83 90 548 37 62
137 83 90 549 37 61
135 83 90 554 37 60
132 83 90 573 37 59
130 83 90 584 37 58
128 83 90 588 37 57
126 83 90 589 37 56
123 83 90 596 37 55
121 83 90 598 37 54
119 83 90 604 37 53
117 83 90 605 37 52
114 83 90 611 37 51
112 83 90 615 37 50
110 83 90 620 37 49
108 83 90 614 37 48
105 83 90 603 37 47
103 83 90 610 37 46
101 83 90 614 37 45
99 83 90 616 37 44
96 83 90 625 37 43
94 83 90 628 37 42
92 83 90 634 37 41
90 83 90 635 37 40
87 83 90 641 37 39
85 83 90 650 37 38
83 83 90 675 37 37
81 83 90 681 37 36
78 83 90 687 37 35
76 83 90 691 37 34
74 83 90 696 37 33
72 83 90 697 37 32
69 83 90 696 37 31
67 83 90 696 37 30
65 83 90 308 37 29
63 83 90 318 37 28
60 83 90 317 37 27
58 83 90 318 37 26
56 83 90 317 37 25
54 83 90 289 37 24
51 83 90 694 37 23
49 83 90 694 37 22
47 83 90 694 37 21
45 83 90 693 37 20
42 83 90 692 37 19
40 83 90 692 37 18
38 83 90 690 37 17
36 83 90 681 37 16
33 83 90 696 37 15
31 83 90 1 37 14
29 83 90 672 37 13
27 83 90 1 37 12
24 83 90 689 37 11
22 83 90 691 37 10
20 83 90 688 37 9
18 83 90 678 37 8
15 83 90 695 37 7
13 83 90 688 37 6
11 83 90 684 37 5
9 83 90 672 37 4
6 83 90 704 37 3
4 83 90 671 37 2
2 83 90 669 37 1
0 83 90 673 37 0
0 85 90 5 38 0
2 85 90 674 38 1
4 85 90 665 38 2
6 85 90 648 38 3
9 85 90 1 38 4
11 85 90 662 38 5
13 85 90 1 38 6
15 85 90 686 38 7
18 85 90 678 38 8
20 85 90 678 38 9
22 85 90 676 38 10
24 85 90 676 38 11
27 85 90 681 38 12
29 85 90 682 38 13
31 85 90 682 38 14
33 85 90 684 38 15
36 85 90 683 38 16
38 85 90 684 38 17
40 85 90 684 38 18
42 85 90 685 38 19
45 85 90 684 38 20
47 85 90 685 38 21
49 85 90 686 38 22
51 85 90 300 38 23
54 85 90 313 38 24
56 85 90 312 38 25
58 85 90 312 38 26
60 85 90 315 38 27
63 85 90 308 38 28
65 85 90 688 38 29
67 85 90 687 38 30
69 85 90 687 38 31
72 85 90 687 38 32
74 85 90 686 38 33
76 85 90 683 38 34
78 85 90 680 38 35
81 85 90 673 38 36
83 85 90 672 38 37
85 85 90 648 38 38
87 85 90 637 38 39
90 85 90 631 38 40
92 85 90 628 38 41
94 85 90 622 38 42
96 85 90 621 38 43
99 85 90 614 38 44
101 85 90 609 38 45
103 85 90 605 38 46
105 85 90 604 38 47
108 85 90 598 38 48
110 85 90 597 38 49
112 85 90 613 38 50
114 85 90 612 38 51
117 85 90 607 38 52
119 85 90 603 38 53
121 85 90 598 38 54
123 85 90 596 38 55
126 85 90 592 38 56
128 85 90 589 38 57
130 85 90 585 38 58
132 85 90 583 38 59
135 85 90 580 38 60
137 85 90 577 38 61
139 85 90 564 38 62
141 85 90 550 38 63
144 85 90 546 38 64
146 85 90 544 38 65
148 85 90 538 38 66
150 85 90 537 38 67
153 85 90 534 38 68
155 85 90 534 38 69
157 85 90 530 38 70
159 85 90 527 38 71
162 85 90 525 38 72
164 85 90 525 38 73
166 85 90 521 38 74
168 85 90 521 38 75
171 85 90 520 38 76
173 85 90 518 38 77
175 85 90 516 38 78
177 85 90 767 38 79
177 87 90 517 39 79
175 87 90 518 39 78
173 87 90 519 39 77
171 87 90 520 39 76
168 87 90 520 39 75
166 87 90 522 39 74
164 87 90 526 39 73
162 87 90 525 39 72
159 87 90 529 39 71
157 87 90 530 39 70
155 87 90 531 39 69
153 87 90 533 39 68
150 87 90 537 39 67
148 87 90 537 39 66
146 87 90 539 39 65
144 87 90 552 39 64
141 87 90 565 39 63
139 87 90 571 39 62
137 87 90 574 39 61
135 87 90 575 39 60
132 87 90 580 39 59
130 87 90 580 39 58
128 87 90 585 39 57
126 87 90 586 39 56
123 87 90 591 39 55
121 87 90 594 39 54
119 87 90 597 39 53
117 87 90 600 39 52
114 87 90 604 39 51
112 87 90 607 39 50
110 87 90 589 39 49
108 87 90 589 39 48
105 87 90 595 39 47
103 87 90 595 39 46
101 87 90 599 39 45
99 87 90 602 39 44
96 87 90 604 39 43
94 87 90 611 39 42
92 87 90 613 39 41
90 87 90 616 39 40
87 87 90 620 39 39
85 87 90 625 39 38
83 87 90 629 39 37
81 87 90 635 39 36
78 87 90 662 39 35
76 87 90 665 39 34
74 87 90 668 39 33
72 87 90 673 39 32
69 87 90 677 39 31
67 87 90 680 39 30
65 87 90 678 39 29
63 87 90 679 39 28
60 87 90 679 39 27
58 87 90 677 39 26
56 87 90 309 39 25
54 87 90 311 39 24
51 87 90 311 39 23
49 87 90 309 39 22
47 87 90 309 39 21
45 87 90 310 39 20
42 87 90 308 39 19
40 87 90 294 39 18
38 87 90 272 39 17
36 87 90 676 39 16
33 87 90 675 39 15
31 87 90 676 39 14
29 87 90 675 39 13
27 87 90 676 39 12
24 87 90 675 39 11
22 87 90 676 39 10
20 87 90 675 39 9
18 87 90 676 39 8
15 87 90 675 39 7
13 87 90 675 39 6
11 87 90 675 39 5
9 87 90 674 39 4
6 87 90 674 39 3
4 87 90 674 39 2
2 87 90 674 39 1
0 87 90 673 39 0
0 90 90 291 40 0
2 90 90 295 40 1
4 90 90 295 40 2
6 90 90 296 40 3
9 90 90 293 40 4
11 90 90 298 40 5
13 90 90 298 40 6
15 90 90 302 40 7
18 90 90 302 40 8
20 90 90 304 40 9
22 90 90 306 40 10
24 90 90 304 40 11
27 90 90 304 40 12
29 90 90 305 40 13
31 90 90 306 40 14
33 90 90 305 40 15
36 90 90 305 40 16
38 90 90 305 40 17
40 90 90 307 40 18
42 90 90 307 40 19
45 90 90 306 40 20
47 90 90 298 40 21
49 90 90 669 40 22
51 90 90 668 40 23
54 90 90 670 40 24
56 90 90 669 40 25
58 90 90 669 40 26
60 90 90 669 40 27
63 90 90 669 40 28
65 90 90 668 40 29
67 90 90 667 40 30
69 90 90 662 40 31
72 90 90 659 40 32
74 90 90 654 40 33
76 90 90 651 40 34
78 90 90 648 40 35
81 90 90 623 40 36
83 90 90 619 40 37
85 90 90 616 40 38
87 90 90 613 40 39
90 90 90 610 40 40
92 90 90 605 40 41
94 90 90 606 40 42
96 90 90 603 40 43
99 90 90 598 40 44
101 90 90 595 40 45
103 90 90 592 40 46
105 90 90 589 40 47
108 90 90 587 40 48
110 90 90 584 40 49
112 90 90 582 40 50
114 90 90 581 40 51
117 90 90 595 40 52
119 90 90 596 40 53
121 90 90 594 40 54
123 90 90 592 40 55
126 90 90 588 40 56
128 90 90 586 40 57
130 90 90 584 40 58
132 90 90 581 40 59
135 90 90 579 40 60
137 90 90 576 40 61
139 90 90 576 40 62
141 90 90 574 40 63
144 90 90 571 40 64
146 90 90 568 40 65
148 90 90 565 40 66
150 90 90 564 40 67
153 90 90 562 40 68
155 90 90 559 40 69
157 90 90 556 40 70
159 90 90 545 40 71
162 90 90 537 40 72
164 90 90 531 40 73
166 90 90 530 40 74
168 90 90 530 40 75
171 90 90 530 40 76
173 90 90 526 40 77
175 90 90 526 40 78
177 90 90 524 40 79
177 92 90 530 41 79
175 92 90 534 41 78
173 92 90 536 41 77
171 92 90 547 41 76
168 92 90 549 41 75
166 92 90 555 41 74
164 92 90 557 41 73
162 92 90 556 41 72
159 92 90 559 41 71
157 92 90 560 41 70
155 92 90 562 41 69
153 92 90 563 41 68
150 92 90 565 41 67
148 92 90 567 41 66
146 92 90 569 41 65
144 92 90 571 41 64
141 92 90 573 41 63
139 92 90 575 41 62
137 92 90 578 41 61
135 92 90 579 41 60
132 92 90 581 41 59
130 92 90 582 41 58
128 92 90 584 41 57
126 92 90 586 41 56
123 92 90 588 41 55
121 92 90 592 41 54
119 92 90 594 41 53
117 92 90 592 41 52
114 92 90 574 41 51
112 92 90 574 41 50
110 92 90 578 41 49
108 92 90 582 41 48
105 92 90 580 41 47
103 92 90 585 41 46
101 92 90 589 41 45
99 92 90 590 41 44
96 92 90 593 41 43
94 92 90 597 41 42
92 92 90 597 41 41
90 92 90 599 41 40
87 92 90 603 41 39
85 92 90 604 41 38
83 92 90 607 41 37
81 92 90 610 41 36
78 92 90 613 41 35
76 92 90 616 41 34
74 92 90 619 41 33
72 92 90 638 41 32
69 92 90 646 41 31
67 92 90 648 41 30
65 92 90 651 41 29
63 92 90 655 41 28
60 92 90 657 41 27
58 92 90 658 41 26
56 92 90 664 41 25
54 92 90 664 41 24
51 92 90 663 41 23
49 92 90 664 41 22
47 92 90 662 41 21
45 92 90 663 41 20
42 92 90 665 41 19
40 92 90 662 41 18
38 92 90 662 41 17
36 92 90 662 41 16
33 92 90 661 41 15
31 92 90 658 41 14
29 92 90 280 41 13
27 92 90 291 41 12
24 92 90 299 41 11
22 92 90 302 41 10
20 92 90 304 41 9
18 92 90 304 41 8
15 92 90 303 41 7
13 92 90 302 41 6
11 92 90 301 41 5
9 92 90 301 41 4
6 92 90 303 41 3
4 92 90 302 41 2
2 92 90 303 41 1
0 92 90 300 41 0
0 94 90 654 42 0
2 94 90 653 42 1
4 94 90 654 42 2
6 94 90 654 42 3
9 94 90 655 42 4
11 94 90 655 42 5
13 94 90 654 42 6
15 94 90 655 42 7
18 94 90 657 42 8
20 94 90 657 42 9
22 94 90 657 42 10
24 94 90 658 42 11
27 94 90 659 42 12
29 94 90 657 42 13
31 94 90 658 42 14
33 94 90 658 42 15
36 94 90 658 42 16
38 94 90 657 42 17
40 94 90 657 42 18
42 94 90 656 42 19
45 94 90 656 42 20
47 94 90 654 42 21
49 94 90 656 42 22
51 94 90 652 42 23
54 94 90 651 42 24
56 94 90 649 42 25
58 94 90 649 42 26
60 94 90 647 42 27
63 94 90 644 42 28
65 94 90 643 42 29
67 94 90 639 42 30
69 94 90 633 42 31
72 94 90 615 42 32
74 94 90 610 42 33
76 94 90 606 42 34
78 94 90 608 42 35
81 94 90 605 42 36
83 94 90 603 42 37
85 94 90 600 42 38
87 94 90 601 42 39
90 94 90 595 42 40
92 94 90 594 42 41
94 94 90 593 42 42
96 94 90 591 42 43
99 94 90 590 42 44
101 94 90 586 42 45
103 94 90 585 42 46
105 94 90 584 42 47
108 94 90 580 42 48
110 94 90 579 42 49
112 94 90 578 42 50
114 94 90 574 42 51
117 94 90 575 42 52
119 94 90 571 42 53
121 94 90 573 42 54
123 94 90 580 42 55
126 94 90 589 42 56
128 94 90 588 42 57
130 94 90 586 42 58
132 94 90 583 42 59
135 94 90 583 42 60
137 94 90 580 42 61
139 94 90 579 42 62
141 94 90 578 42 63
144 94 90 576 42 64
146 94 90 574 42 65
148 94 90 572 42 66
150 94 90 571 42 67
153 94 90 570 42 68
155 94 90 568 42 69
157 94 90 567 42 70
159 94 90 566 42 71
162 94 90 564 42 72
164 94 90 564 42 73
166 94 90 563 42 74
168 94 90 562 42 75
171 94 90 561 42 76
173 94 90 559 42 77
175 94 90 558 42 78
177 94 90 557 42 79
177 96 90 564 43 79
175 96 90 564 43 78
173 96 90 565 43 77
171 96 90 566 43 76
168 96 90 567 43 75
166 96 90 567 43 74
164 96 90 568 43 73
162 96 90 568 43 72
159 96 90 569 43 71
157 96 90 570 43 70
155 96 90 571 43 69
153 96 90 573 43 68
150 96 90 574 43 67
148 96 90 575 43 66
146 96 90 577 43 65
144 96 90 577 43 64
141 96 90 581 43 63
139 96 90 581 43 62
137 96 90 582 43 61
135 96 90 583 43 60
132 96 90 586 43 59
130 96 90 586 43 58
128 96 90 584 43 57
126 96 90 578 43 56
123 96 90 569 43 55
121 96 90 567 43 54
119 96 90 571 43 53
117 96 90 571 43 52
114 96 90 573 43 51
112 96 90 573 43 50
110 96 90 575 43 49
108 96 90 576 43 48
105 96 90 578 43 47
103 96 90 580 43 46
101 96 90 581 43 45
99 96 90 583 43 44
96 96 90 585 43 43
94 96 90 586 43 42
92 96 90 589 43 41
90 96 90 589 43 40
87 96 90 589 43 39
